OLE_CRCL_DSK_LOCN_ID,OLE_CRCL_DSK_ID,OLE_CRCL_DSK_LOCN,OLE_CRCL_PICKUP_DSK_LOCN
2002,12,677,DUKE/PERKINS/PKQ
2003,15,677,DUKE/PERKINS/PKQ
2004,14,677,DUKE/PERKINS/PKQ
2005,16,677,DUKE/PERKINS/PKQ
2006,17,677,DUKE/PERKINS/PKQ
2007,18,677,DUKE/PERKINS/PKQ
2008,19,677,DUKE/PERKINS/PKQ
2009,20,677,DUKE/PERKINS/PKQ
2010,21,677,DUKE/PERKINS/PKQ
2011,22,677,DUKE/PERKINS/PKQ
2012,23,677,DUKE/PERKINS/PKQ
2013,24,677,DUKE/PERKINS/PKQ
2014,2,706,DUKE/PERKINS/PKW
2015,3,706,DUKE/PERKINS/PKW
2016,4,706,DUKE/PERKINS/PKW
2017,5,706,DUKE/PERKINS/PKW
2018,6,706,DUKE/PERKINS/PKW
2019,8,706,DUKE/PERKINS/PKW
2020,9,706,DUKE/PERKINS/PKW
2021,10,706,DUKE/PERKINS/PKW
2022,12,706,DUKE/PERKINS/PKW
2023,15,706,DUKE/PERKINS/PKW
2024,14,706,DUKE/PERKINS/PKW
2025,16,706,DUKE/PERKINS/PKW
2026,17,706,DUKE/PERKINS/PKW
2027,18,706,DUKE/PERKINS/PKW
2028,19,706,DUKE/PERKINS/PKW
2029,20,706,DUKE/PERKINS/PKW
2030,21,706,DUKE/PERKINS/PKW
2031,22,706,DUKE/PERKINS/PKW
2032,23,706,DUKE/PERKINS/PKW
2033,24,706,DUKE/PERKINS/PKW
2034,2,707,DUKE/PERKINS/PKWF
2035,3,707,DUKE/PERKINS/PKWF
2036,4,707,DUKE/PERKINS/PKWF
2037,5,707,DUKE/PERKINS/PKWF
2038,6,707,DUKE/PERKINS/PKWF
2039,8,707,DUKE/PERKINS/PKWF
2040,9,707,DUKE/PERKINS/PKWF
2041,10,707,DUKE/PERKINS/PKWF
2042,12,707,DUKE/PERKINS/PKWF
2043,15,707,DUKE/PERKINS/PKWF
2044,14,707,DUKE/PERKINS/PKWF
2045,16,707,DUKE/PERKINS/PKWF
2046,17,707,DUKE/PERKINS/PKWF
2047,18,707,DUKE/PERKINS/PKWF
2048,19,707,DUKE/PERKINS/PKWF
2049,20,707,DUKE/PERKINS/PKWF
2050,21,707,DUKE/PERKINS/PKWF
2051,22,707,DUKE/PERKINS/PKWF
2052,23,707,DUKE/PERKINS/PKWF
2053,24,707,DUKE/PERKINS/PKWF
2054,2,708,DUKE/PERKINS/PKWQ
2055,3,708,DUKE/PERKINS/PKWQ
2056,4,708,DUKE/PERKINS/PKWQ
2057,5,708,DUKE/PERKINS/PKWQ
2058,6,708,DUKE/PERKINS/PKWQ
2059,8,708,DUKE/PERKINS/PKWQ
2060,9,708,DUKE/PERKINS/PKWQ
2061,10,708,DUKE/PERKINS/PKWQ
2062,12,708,DUKE/PERKINS/PKWQ
2063,15,708,DUKE/PERKINS/PKWQ
2064,14,708,DUKE/PERKINS/PKWQ
2065,16,708,DUKE/PERKINS/PKWQ
2066,17,708,DUKE/PERKINS/PKWQ
2067,18,708,DUKE/PERKINS/PKWQ
2068,19,708,DUKE/PERKINS/PKWQ
2069,20,708,DUKE/PERKINS/PKWQ
2070,21,708,DUKE/PERKINS/PKWQ
2071,22,708,DUKE/PERKINS/PKWQ
2072,23,708,DUKE/PERKINS/PKWQ
2073,24,708,DUKE/PERKINS/PKWQ
2074,2,720,DUKE/PERKINS/PKZ
2075,3,720,DUKE/PERKINS/PKZ
2076,4,720,DUKE/PERKINS/PKZ
2077,5,720,DUKE/PERKINS/PKZ
2078,6,720,DUKE/PERKINS/PKZ
2079,8,720,DUKE/PERKINS/PKZ
2080,9,720,DUKE/PERKINS/PKZ
2081,10,720,DUKE/PERKINS/PKZ
2082,12,720,DUKE/PERKINS/PKZ
2083,15,720,DUKE/PERKINS/PKZ
2084,14,720,DUKE/PERKINS/PKZ
2085,16,720,DUKE/PERKINS/PKZ
2086,17,720,DUKE/PERKINS/PKZ
2087,18,720,DUKE/PERKINS/PKZ
2088,19,720,DUKE/PERKINS/PKZ
2089,20,720,DUKE/PERKINS/PKZ
2090,21,720,DUKE/PERKINS/PKZ
2091,22,720,DUKE/PERKINS/PKZ
2092,23,720,DUKE/PERKINS/PKZ
2093,24,720,DUKE/PERKINS/PKZ
2094,1,403,DUKE/MARINE/PZ
2095,2,403,DUKE/MARINE/PZ
2096,3,403,DUKE/MARINE/PZ
2097,4,403,DUKE/MARINE/PZ
2098,5,403,DUKE/MARINE/PZ
2099,6,403,DUKE/MARINE/PZ
2100,9,403,DUKE/MARINE/PZ
2101,10,403,DUKE/MARINE/PZ
2102,12,403,DUKE/MARINE/PZ
2103,13,403,DUKE/MARINE/PZ
2104,14,403,DUKE/MARINE/PZ
2105,15,403,DUKE/MARINE/PZ
2106,16,403,DUKE/MARINE/PZ
2107,17,403,DUKE/MARINE/PZ
2108,18,403,DUKE/MARINE/PZ
2109,19,403,DUKE/MARINE/PZ
2110,20,403,DUKE/MARINE/PZ
2111,21,403,DUKE/MARINE/PZ
2112,22,403,DUKE/MARINE/PZ
2113,23,403,DUKE/MARINE/PZ
2114,24,403,DUKE/MARINE/PZ
2115,1,477,DUKE/MUSIC/PM
2116,2,477,DUKE/MUSIC/PM
2117,3,477,DUKE/MUSIC/PM
2118,4,477,DUKE/MUSIC/PM
2119,5,477,DUKE/MUSIC/PM
2120,8,477,DUKE/MUSIC/PM
2121,9,477,DUKE/MUSIC/PM
2122,10,477,DUKE/MUSIC/PM
2123,12,477,DUKE/MUSIC/PM
2124,14,477,DUKE/MUSIC/PM
2125,15,477,DUKE/MUSIC/PM
2126,16,477,DUKE/MUSIC/PM
2127,17,477,DUKE/MUSIC/PM
2128,18,477,DUKE/MUSIC/PM
2129,19,477,DUKE/MUSIC/PM
2130,20,477,DUKE/MUSIC/PM
2131,21,477,DUKE/MUSIC/PM
2132,22,477,DUKE/MUSIC/PM
2133,23,477,DUKE/MUSIC/PM
2134,24,477,DUKE/MUSIC/PM
2135,1,479,DUKE/MUSIC/PMF
2136,2,479,DUKE/MUSIC/PMF
2137,3,479,DUKE/MUSIC/PMF
2138,4,479,DUKE/MUSIC/PMF
2139,5,479,DUKE/MUSIC/PMF
2140,8,479,DUKE/MUSIC/PMF
2141,9,479,DUKE/MUSIC/PMF
2142,10,479,DUKE/MUSIC/PMF
2143,12,479,DUKE/MUSIC/PMF
2144,14,479,DUKE/MUSIC/PMF
2145,15,479,DUKE/MUSIC/PMF
2146,16,479,DUKE/MUSIC/PMF
2147,17,479,DUKE/MUSIC/PMF
2148,18,479,DUKE/MUSIC/PMF
2149,19,479,DUKE/MUSIC/PMF
2150,20,479,DUKE/MUSIC/PMF
2151,21,479,DUKE/MUSIC/PMF
2152,22,479,DUKE/MUSIC/PMF
2153,23,479,DUKE/MUSIC/PMF
2154,24,479,DUKE/MUSIC/PMF
2155,1,486,DUKE/MUSIC/PMCI
2156,2,486,DUKE/MUSIC/PMCI
2157,3,486,DUKE/MUSIC/PMCI
2158,4,486,DUKE/MUSIC/PMCI
2159,5,486,DUKE/MUSIC/PMCI
2160,8,486,DUKE/MUSIC/PMCI
2161,9,486,DUKE/MUSIC/PMCI
2162,10,486,DUKE/MUSIC/PMCI
2163,12,486,DUKE/MUSIC/PMCI
2164,14,486,DUKE/MUSIC/PMCI
2165,15,486,DUKE/MUSIC/PMCI
2166,16,486,DUKE/MUSIC/PMCI
2167,17,486,DUKE/MUSIC/PMCI
2168,18,486,DUKE/MUSIC/PMCI
2169,19,486,DUKE/MUSIC/PMCI
2170,20,486,DUKE/MUSIC/PMCI
2171,21,486,DUKE/MUSIC/PMCI
2172,22,486,DUKE/MUSIC/PMCI
2173,23,486,DUKE/MUSIC/PMCI
2174,24,486,DUKE/MUSIC/PMCI
2175,1,498,DUKE/MUSIC/PMT
2176,2,498,DUKE/MUSIC/PMT
2177,3,498,DUKE/MUSIC/PMT
2178,4,498,DUKE/MUSIC/PMT
2179,5,498,DUKE/MUSIC/PMT
2180,8,498,DUKE/MUSIC/PMT
2181,9,498,DUKE/MUSIC/PMT
2182,10,498,DUKE/MUSIC/PMT
2183,12,498,DUKE/MUSIC/PMT
2184,14,498,DUKE/MUSIC/PMT
2185,15,498,DUKE/MUSIC/PMT
2186,16,498,DUKE/MUSIC/PMT
2187,17,498,DUKE/MUSIC/PMT
2188,18,498,DUKE/MUSIC/PMT
2189,19,498,DUKE/MUSIC/PMT
2190,20,498,DUKE/MUSIC/PMT
2191,21,498,DUKE/MUSIC/PMT
2192,22,498,DUKE/MUSIC/PMT
2193,23,498,DUKE/MUSIC/PMT
2194,24,498,DUKE/MUSIC/PMT
2195,1,499,DUKE/MUSIC/PMTF
2196,2,499,DUKE/MUSIC/PMTF
2197,3,499,DUKE/MUSIC/PMTF
2198,4,499,DUKE/MUSIC/PMTF
2199,5,499,DUKE/MUSIC/PMTF
2200,8,499,DUKE/MUSIC/PMTF
2201,9,499,DUKE/MUSIC/PMTF
2202,10,499,DUKE/MUSIC/PMTF
2203,12,499,DUKE/MUSIC/PMTF
2204,14,499,DUKE/MUSIC/PMTF
2205,15,499,DUKE/MUSIC/PMTF
2206,16,499,DUKE/MUSIC/PMTF
2207,17,499,DUKE/MUSIC/PMTF
2208,18,499,DUKE/MUSIC/PMTF
2209,19,499,DUKE/MUSIC/PMTF
2210,20,499,DUKE/MUSIC/PMTF
2211,21,499,DUKE/MUSIC/PMTF
2212,22,499,DUKE/MUSIC/PMTF
2213,23,499,DUKE/MUSIC/PMTF
2214,24,499,DUKE/MUSIC/PMTF
2215,1,489,DUKE/MUSIC/PMMS
2216,2,489,DUKE/MUSIC/PMMS
2217,3,489,DUKE/MUSIC/PMMS
2218,4,489,DUKE/MUSIC/PMMS
2219,5,489,DUKE/MUSIC/PMMS
2220,8,489,DUKE/MUSIC/PMMS
2221,9,489,DUKE/MUSIC/PMMS
2222,10,489,DUKE/MUSIC/PMMS
2223,12,489,DUKE/MUSIC/PMMS
2224,14,489,DUKE/MUSIC/PMMS
2225,15,489,DUKE/MUSIC/PMMS
2226,16,489,DUKE/MUSIC/PMMS
2227,17,489,DUKE/MUSIC/PMMS
2228,18,489,DUKE/MUSIC/PMMS
2229,19,489,DUKE/MUSIC/PMMS
2230,20,489,DUKE/MUSIC/PMMS
2231,21,489,DUKE/MUSIC/PMMS
2232,22,489,DUKE/MUSIC/PMMS
2233,23,489,DUKE/MUSIC/PMMS
2234,24,489,DUKE/MUSIC/PMMS
2235,1,487,DUKE/MUSIC/PMMCM
2236,2,487,DUKE/MUSIC/PMMCM
2237,3,487,DUKE/MUSIC/PMMCM
2238,4,487,DUKE/MUSIC/PMMCM
2239,5,487,DUKE/MUSIC/PMMCM
2240,8,487,DUKE/MUSIC/PMMCM
2241,9,487,DUKE/MUSIC/PMMCM
2242,10,487,DUKE/MUSIC/PMMCM
2243,12,487,DUKE/MUSIC/PMMCM
2244,14,487,DUKE/MUSIC/PMMCM
2245,15,487,DUKE/MUSIC/PMMCM
2246,16,487,DUKE/MUSIC/PMMCM
2247,17,487,DUKE/MUSIC/PMMCM
2248,18,487,DUKE/MUSIC/PMMCM
2249,19,487,DUKE/MUSIC/PMMCM
2250,20,487,DUKE/MUSIC/PMMCM
2251,21,487,DUKE/MUSIC/PMMCM
2252,22,487,DUKE/MUSIC/PMMCM
2253,23,487,DUKE/MUSIC/PMMCM
2254,24,487,DUKE/MUSIC/PMMCM
2255,1,340,DUKE/LSC/PSD
2256,2,340,DUKE/LSC/PSD
2257,3,340,DUKE/LSC/PSD
2258,4,340,DUKE/LSC/PSD
2259,5,340,DUKE/LSC/PSD
2260,8,340,DUKE/LSC/PSD
2261,9,340,DUKE/LSC/PSD
2262,10,340,DUKE/LSC/PSD
2263,12,340,DUKE/LSC/PSD
2264,14,340,DUKE/LSC/PSD
2265,15,340,DUKE/LSC/PSD
2266,16,340,DUKE/LSC/PSD
2267,17,340,DUKE/LSC/PSD
2268,18,340,DUKE/LSC/PSD
2269,19,340,DUKE/LSC/PSD
2270,20,340,DUKE/LSC/PSD
2271,21,340,DUKE/LSC/PSD
2272,22,340,DUKE/LSC/PSD
2273,23,340,DUKE/LSC/PSD
2274,24,340,DUKE/LSC/PSD
2275,1,341,DUKE/LSC/PSDF
2276,2,341,DUKE/LSC/PSDF
2277,3,341,DUKE/LSC/PSDF
2278,4,341,DUKE/LSC/PSDF
2279,5,341,DUKE/LSC/PSDF
2280,8,341,DUKE/LSC/PSDF
2281,9,341,DUKE/LSC/PSDF
2282,10,341,DUKE/LSC/PSDF
2283,12,341,DUKE/LSC/PSDF
2284,14,341,DUKE/LSC/PSDF
2285,15,341,DUKE/LSC/PSDF
2286,16,341,DUKE/LSC/PSDF
2287,17,341,DUKE/LSC/PSDF
2288,18,341,DUKE/LSC/PSDF
2289,19,341,DUKE/LSC/PSDF
2290,20,341,DUKE/LSC/PSDF
2291,21,341,DUKE/LSC/PSDF
2292,22,341,DUKE/LSC/PSDF
2293,23,341,DUKE/LSC/PSDF
2294,24,341,DUKE/LSC/PSDF
2295,1,344,DUKE/LSC/PSDQ
2296,2,344,DUKE/LSC/PSDQ
2297,3,344,DUKE/LSC/PSDQ
2298,4,344,DUKE/LSC/PSDQ
2299,5,344,DUKE/LSC/PSDQ
2300,8,344,DUKE/LSC/PSDQ
2301,9,344,DUKE/LSC/PSDQ
2302,10,344,DUKE/LSC/PSDQ
2303,12,344,DUKE/LSC/PSDQ
2304,14,344,DUKE/LSC/PSDQ
2305,15,344,DUKE/LSC/PSDQ
2306,16,344,DUKE/LSC/PSDQ
2307,17,344,DUKE/LSC/PSDQ
2308,18,344,DUKE/LSC/PSDQ
2309,19,344,DUKE/LSC/PSDQ
2310,20,344,DUKE/LSC/PSDQ
2311,21,344,DUKE/LSC/PSDQ
2312,22,344,DUKE/LSC/PSDQ
2313,23,344,DUKE/LSC/PSDQ
2314,24,344,DUKE/LSC/PSDQ
2315,1,371,DUKE/LSC/PSL
2316,2,371,DUKE/LSC/PSL
2317,3,371,DUKE/LSC/PSL
2318,4,371,DUKE/LSC/PSL
2319,5,371,DUKE/LSC/PSL
2320,8,371,DUKE/LSC/PSL
2321,9,371,DUKE/LSC/PSL
2322,10,371,DUKE/LSC/PSL
2323,12,371,DUKE/LSC/PSL
2324,14,371,DUKE/LSC/PSL
2325,15,371,DUKE/LSC/PSL
2326,16,371,DUKE/LSC/PSL
2327,17,371,DUKE/LSC/PSL
2328,18,371,DUKE/LSC/PSL
2329,19,371,DUKE/LSC/PSL
2330,20,371,DUKE/LSC/PSL
2331,21,371,DUKE/LSC/PSL
2332,22,371,DUKE/LSC/PSL
2333,23,371,DUKE/LSC/PSL
2334,24,371,DUKE/LSC/PSL
2335,1,372,DUKE/LSC/PSLF
2336,2,372,DUKE/LSC/PSLF
2337,3,372,DUKE/LSC/PSLF
2338,4,372,DUKE/LSC/PSLF
2339,5,372,DUKE/LSC/PSLF
2340,8,372,DUKE/LSC/PSLF
2341,9,372,DUKE/LSC/PSLF
2342,10,372,DUKE/LSC/PSLF
2343,12,372,DUKE/LSC/PSLF
2344,14,372,DUKE/LSC/PSLF
2345,15,372,DUKE/LSC/PSLF
2346,16,372,DUKE/LSC/PSLF
2347,17,372,DUKE/LSC/PSLF
2348,18,372,DUKE/LSC/PSLF
2349,19,372,DUKE/LSC/PSLF
2350,20,372,DUKE/LSC/PSLF
2351,21,372,DUKE/LSC/PSLF
2352,22,372,DUKE/LSC/PSLF
2353,23,372,DUKE/LSC/PSLF
2354,24,372,DUKE/LSC/PSLF
2355,1,383,DUKE/LSC/PSM
2356,2,383,DUKE/LSC/PSM
2357,3,383,DUKE/LSC/PSM
2358,4,383,DUKE/LSC/PSM
2359,5,383,DUKE/LSC/PSM
2360,8,383,DUKE/LSC/PSM
2361,9,383,DUKE/LSC/PSM
2362,10,383,DUKE/LSC/PSM
2363,12,383,DUKE/LSC/PSM
2364,14,383,DUKE/LSC/PSM
2365,15,383,DUKE/LSC/PSM
2366,16,383,DUKE/LSC/PSM
2367,17,383,DUKE/LSC/PSM
2368,18,383,DUKE/LSC/PSM
2369,19,383,DUKE/LSC/PSM
2370,20,383,DUKE/LSC/PSM
2371,21,383,DUKE/LSC/PSM
2372,22,383,DUKE/LSC/PSM
2373,23,383,DUKE/LSC/PSM
2374,24,383,DUKE/LSC/PSM
2375,1,354,DUKE/LSC/PSK
2376,2,354,DUKE/LSC/PSK
2377,3,354,DUKE/LSC/PSK
2378,4,354,DUKE/LSC/PSK
2379,5,354,DUKE/LSC/PSK
2380,8,354,DUKE/LSC/PSK
2381,9,354,DUKE/LSC/PSK
2382,10,354,DUKE/LSC/PSK
2383,12,354,DUKE/LSC/PSK
2384,14,354,DUKE/LSC/PSK
2385,15,354,DUKE/LSC/PSK
2386,16,354,DUKE/LSC/PSK
2387,17,354,DUKE/LSC/PSK
2388,18,354,DUKE/LSC/PSK
2389,19,354,DUKE/LSC/PSK
2390,20,354,DUKE/LSC/PSK
2391,21,354,DUKE/LSC/PSK
2392,22,354,DUKE/LSC/PSK
2393,23,354,DUKE/LSC/PSK
2394,24,354,DUKE/LSC/PSK
2395,1,370,DUKE/LSC/PSKQ
2396,2,370,DUKE/LSC/PSKQ
2397,3,370,DUKE/LSC/PSKQ
2398,4,370,DUKE/LSC/PSKQ
2399,5,370,DUKE/LSC/PSKQ
2400,8,370,DUKE/LSC/PSKQ
2401,9,370,DUKE/LSC/PSKQ
2402,10,370,DUKE/LSC/PSKQ
2403,12,370,DUKE/LSC/PSKQ
2404,14,370,DUKE/LSC/PSKQ
2405,15,370,DUKE/LSC/PSKQ
2406,16,370,DUKE/LSC/PSKQ
2407,17,370,DUKE/LSC/PSKQ
2408,18,370,DUKE/LSC/PSKQ
2409,19,370,DUKE/LSC/PSKQ
2410,20,370,DUKE/LSC/PSKQ
2411,21,370,DUKE/LSC/PSKQ
2412,22,370,DUKE/LSC/PSKQ
2413,23,370,DUKE/LSC/PSKQ
2414,24,370,DUKE/LSC/PSKQ
2415,1,362,DUKE/LSC/PSKF
2416,2,362,DUKE/LSC/PSKF
2417,3,362,DUKE/LSC/PSKF
2418,4,362,DUKE/LSC/PSKF
2419,5,362,DUKE/LSC/PSKF
2420,8,362,DUKE/LSC/PSKF
2421,9,362,DUKE/LSC/PSKF
2422,10,362,DUKE/LSC/PSKF
2423,12,362,DUKE/LSC/PSKF
2424,14,362,DUKE/LSC/PSKF
2425,15,362,DUKE/LSC/PSKF
2426,16,362,DUKE/LSC/PSKF
2427,17,362,DUKE/LSC/PSKF
2428,18,362,DUKE/LSC/PSKF
2429,19,362,DUKE/LSC/PSKF
2430,20,362,DUKE/LSC/PSKF
2431,21,362,DUKE/LSC/PSKF
2432,22,362,DUKE/LSC/PSKF
2433,23,362,DUKE/LSC/PSKF
2434,24,362,DUKE/LSC/PSKF
2435,1,332,DUKE/LSC/PSB
2436,2,332,DUKE/LSC/PSB
2437,3,332,DUKE/LSC/PSB
2438,4,332,DUKE/LSC/PSB
2439,5,332,DUKE/LSC/PSB
2440,8,332,DUKE/LSC/PSB
2441,9,332,DUKE/LSC/PSB
2442,10,332,DUKE/LSC/PSB
2443,12,332,DUKE/LSC/PSB
2444,14,332,DUKE/LSC/PSB
2445,15,332,DUKE/LSC/PSB
2446,16,332,DUKE/LSC/PSB
2447,17,332,DUKE/LSC/PSB
2448,18,332,DUKE/LSC/PSB
2449,19,332,DUKE/LSC/PSB
2450,20,332,DUKE/LSC/PSB
2451,21,332,DUKE/LSC/PSB
2452,22,332,DUKE/LSC/PSB
2453,23,332,DUKE/LSC/PSB
2454,24,332,DUKE/LSC/PSB
2455,1,336,DUKE/LSC/PSC
2456,2,336,DUKE/LSC/PSC
2457,3,336,DUKE/LSC/PSC
2458,4,336,DUKE/LSC/PSC
2459,5,336,DUKE/LSC/PSC
2460,8,336,DUKE/LSC/PSC
2461,9,336,DUKE/LSC/PSC
2462,10,336,DUKE/LSC/PSC
2463,12,336,DUKE/LSC/PSC
2464,14,336,DUKE/LSC/PSC
2465,15,336,DUKE/LSC/PSC
2466,16,336,DUKE/LSC/PSC
2467,17,336,DUKE/LSC/PSC
2468,18,336,DUKE/LSC/PSC
2469,19,336,DUKE/LSC/PSC
2470,20,336,DUKE/LSC/PSC
2471,21,336,DUKE/LSC/PSC
2472,22,336,DUKE/LSC/PSC
2473,23,336,DUKE/LSC/PSC
2474,24,336,DUKE/LSC/PSC
2475,1,387,DUKE/LSC/PSV
2476,2,387,DUKE/LSC/PSV
2477,3,387,DUKE/LSC/PSV
2478,4,387,DUKE/LSC/PSV
2479,5,387,DUKE/LSC/PSV
2480,8,387,DUKE/LSC/PSV
2481,9,387,DUKE/LSC/PSV
2482,10,387,DUKE/LSC/PSV
2483,12,387,DUKE/LSC/PSV
2484,14,387,DUKE/LSC/PSV
2485,15,387,DUKE/LSC/PSV
2486,16,387,DUKE/LSC/PSV
2487,17,387,DUKE/LSC/PSV
2488,18,387,DUKE/LSC/PSV
2489,19,387,DUKE/LSC/PSV
2490,20,387,DUKE/LSC/PSV
2491,21,387,DUKE/LSC/PSV
2492,22,387,DUKE/LSC/PSV
2493,23,387,DUKE/LSC/PSV
2494,24,387,DUKE/LSC/PSV
2495,1,358,DUKE/LSC/PSKE
2496,2,358,DUKE/LSC/PSKE
2497,3,358,DUKE/LSC/PSKE
2498,4,358,DUKE/LSC/PSKE
2499,5,358,DUKE/LSC/PSKE
2500,8,358,DUKE/LSC/PSKE
2501,9,358,DUKE/LSC/PSKE
2502,10,358,DUKE/LSC/PSKE
2503,12,358,DUKE/LSC/PSKE
2504,14,358,DUKE/LSC/PSKE
2505,15,358,DUKE/LSC/PSKE
2506,16,358,DUKE/LSC/PSKE
2507,17,358,DUKE/LSC/PSKE
2508,18,358,DUKE/LSC/PSKE
2509,19,358,DUKE/LSC/PSKE
2510,20,358,DUKE/LSC/PSKE
2511,21,358,DUKE/LSC/PSKE
2512,22,358,DUKE/LSC/PSKE
2513,23,358,DUKE/LSC/PSKE
2514,24,358,DUKE/LSC/PSKE
43,10,148,DUKE/FORD/FRD
