OLE_CRCL_DSK_LOCN_ID,OLE_CRCL_DSK_ID,OLE_CRCL_DSK_LOCN,OLE_CRCL_PICKUP_DSK_LOCN
10268,8,345,NULL
10269,8,346,NULL
1027,4,104,NULL
10270,8,347,NULL
10271,8,348,NULL
10272,8,349,NULL
10273,8,350,NULL
10274,8,351,NULL
10275,8,352,NULL
10276,8,353,NULL
10277,8,354,NULL
10278,8,355,NULL
10279,8,356,NULL
1028,4,105,NULL
10280,8,357,NULL
10281,8,358,NULL
10282,8,359,NULL
10283,8,360,NULL
10284,8,361,NULL
10285,8,362,NULL
10286,8,363,NULL
10287,8,364,NULL
10288,8,365,NULL
10289,8,366,NULL
1029,4,106,NULL
10290,8,367,NULL
10291,8,368,NULL
10292,8,369,NULL
10293,8,370,NULL
10294,8,371,NULL
10295,8,372,NULL
10296,8,373,NULL
10297,8,374,NULL
10298,8,375,NULL
10299,8,376,NULL
1030,4,107,NULL
10300,8,377,NULL
10301,8,378,NULL
10302,8,379,NULL
10303,8,380,NULL
10304,8,381,NULL
10305,8,382,NULL
10306,8,383,NULL
10307,8,384,NULL
10308,8,385,NULL
10309,8,386,NULL
1031,4,108,NULL
10310,8,387,NULL
10311,8,388,NULL
10312,8,389,NULL
10313,8,390,NULL
10314,8,391,NULL
10315,8,392,NULL
10316,8,393,NULL
10317,8,394,NULL
10318,8,395,NULL
10319,8,396,NULL
1032,4,109,NULL
10320,8,397,NULL
10321,8,398,NULL
10322,8,399,NULL
10323,8,400,NULL
10324,8,401,NULL
10325,8,402,NULL
10326,5,403,NULL
10327,5,404,NULL
10328,5,405,NULL
10329,5,406,NULL
1033,4,110,NULL
10330,5,407,NULL
10331,5,408,NULL
10332,5,409,NULL
10333,5,410,NULL
10334,5,411,NULL
10335,5,412,NULL
10336,5,413,NULL
10337,12,414,NULL
10338,12,415,NULL
10339,12,416,NULL
1034,4,111,NULL
10340,12,417,NULL
10341,12,418,NULL
10342,12,419,NULL
10343,12,420,NULL
10344,12,421,NULL
10345,12,422,NULL
10346,12,423,NULL
10347,12,424,NULL
10348,12,425,NULL
10349,12,426,NULL
1035,4,112,NULL
10350,12,427,NULL
10351,12,428,NULL
10352,12,429,NULL
10353,12,430,NULL
10354,12,431,NULL
10355,12,432,NULL
10356,12,433,NULL
10357,12,434,NULL
10358,12,435,NULL
10359,12,436,NULL
1036,4,113,NULL
10360,12,437,NULL
10361,12,438,NULL
10362,12,439,NULL
10363,12,440,NULL
10364,12,441,NULL
10365,12,442,NULL
10366,12,443,NULL
10367,12,444,NULL
10368,12,445,NULL
10369,12,446,NULL
1037,4,114,NULL
10370,12,447,NULL
10371,12,448,NULL
10372,12,449,NULL
10373,12,450,NULL
10374,12,451,NULL
10375,12,452,NULL
10376,12,453,NULL
10377,12,454,NULL
10378,12,455,NULL
10379,12,456,NULL
1038,4,115,NULL
10380,12,457,NULL
10381,12,458,NULL
10382,12,459,NULL
10383,12,460,NULL
10384,12,461,NULL
10385,12,462,NULL
10386,12,463,NULL
10387,12,464,NULL
10388,12,465,NULL
10389,12,466,NULL
1039,4,116,NULL
10390,12,467,NULL
10391,12,468,NULL
10392,12,469,NULL
10393,12,470,NULL
10394,12,471,NULL
10395,12,472,NULL
10396,12,473,NULL
10397,12,474,NULL
10398,12,475,NULL
10399,12,476,NULL
1040,4,117,NULL
10400,6,477,NULL
10401,6,478,NULL
10402,6,479,NULL
10403,6,480,NULL
10404,6,481,NULL
10405,6,482,NULL
10406,6,483,NULL
10407,6,484,NULL
10408,6,485,NULL
10409,6,486,NULL
1041,4,118,NULL
10410,6,487,NULL
10411,6,488,NULL
10412,6,489,NULL
10413,6,490,NULL
10414,6,491,NULL
10415,6,492,NULL
10416,6,493,NULL
10417,6,494,NULL
10418,6,495,NULL
10419,6,496,NULL
1042,4,119,NULL
10420,6,497,NULL
10421,6,498,NULL
10422,6,499,NULL
10423,6,500,NULL
10424,1,501,NULL
10425,1,502,NULL
10426,1,503,NULL
10427,1,504,NULL
10428,1,505,NULL
10429,1,506,NULL
1043,4,120,NULL
10430,1,507,NULL
10431,1,508,NULL
10432,1,509,NULL
10433,1,510,NULL
10434,1,511,NULL
10435,1,512,NULL
10436,1,513,NULL
10437,1,514,NULL
10438,1,515,NULL
10439,1,516,NULL
1044,4,121,NULL
10440,1,517,NULL
10441,1,518,NULL
10442,1,519,NULL
10443,1,520,NULL
10444,1,521,NULL
10445,1,522,NULL
10446,1,523,NULL
10447,1,524,NULL
10448,1,525,NULL
10449,1,526,NULL
1045,4,122,NULL
10450,1,527,NULL
10451,1,528,NULL
10452,1,529,NULL
10453,1,530,NULL
10454,1,531,NULL
10455,1,532,NULL
10456,1,533,NULL
10457,1,534,NULL
10458,1,535,NULL
10459,1,536,NULL
1046,4,123,NULL
10460,1,537,NULL
10461,1,538,NULL
10462,1,539,NULL
10463,1,540,NULL
10464,1,541,NULL
10465,1,542,NULL
10466,1,543,NULL
10467,1,544,NULL
10468,1,545,NULL
10469,1,546,NULL
1047,4,124,NULL
10470,1,547,NULL
10471,1,548,NULL
10472,1,549,NULL
10473,1,550,NULL
10474,1,551,NULL
10475,1,552,NULL
10476,1,553,NULL
10477,1,554,NULL
10478,1,555,NULL
10479,1,556,NULL
1048,4,125,NULL
10480,1,557,NULL
10481,1,558,NULL
10482,1,559,NULL
10483,1,560,NULL
10484,1,561,NULL
10485,1,562,NULL
10486,1,563,NULL
10487,1,564,NULL
10488,1,565,NULL
10489,1,566,NULL
1049,4,126,NULL
10490,1,567,NULL
10491,1,568,NULL
10492,1,569,NULL
10493,1,570,NULL
10494,1,571,NULL
10495,1,572,NULL
10496,1,573,NULL
10497,1,574,NULL
10498,1,575,NULL
10499,1,576,NULL
1050,4,127,NULL
10500,1,577,NULL
10501,1,578,NULL
10502,1,579,NULL
10503,1,580,NULL
10504,1,581,NULL
10505,1,582,NULL
10506,1,583,NULL
10507,1,584,NULL
10508,1,585,NULL
10509,1,586,NULL
1051,4,128,NULL
10510,1,587,NULL
10511,1,588,NULL
10512,1,589,NULL
10513,1,590,NULL
10514,1,591,NULL
10515,1,592,NULL
10516,1,593,NULL
10517,1,594,NULL
10518,1,595,NULL
10519,1,596,NULL
1052,4,129,NULL
10520,1,597,NULL
10521,1,598,NULL
10522,1,599,NULL
10523,1,600,NULL
10524,1,601,NULL
10525,1,602,NULL
10526,1,603,NULL
10527,1,604,NULL
10528,1,605,NULL
10529,1,606,NULL
1053,4,130,NULL
10530,1,607,NULL
10531,1,608,NULL
10532,1,609,NULL
10533,1,610,NULL
10534,1,611,NULL
10535,1,612,NULL
10536,1,613,NULL
10537,1,614,NULL
10538,1,615,NULL
10539,1,616,NULL
1054,4,131,NULL
10540,1,617,NULL
10541,1,618,NULL
10542,1,619,NULL
10543,1,620,NULL
10544,1,621,NULL
10545,1,622,NULL
10546,1,623,NULL
10547,1,624,NULL
10548,1,625,NULL
10549,1,626,NULL
1055,4,132,NULL
10550,1,627,NULL
10551,1,628,NULL
10552,1,629,NULL
10553,1,630,NULL
10554,1,631,NULL
10555,1,632,NULL
10556,1,633,NULL
10557,1,634,NULL
10558,1,635,NULL
10559,1,636,NULL
1056,4,133,NULL
10560,1,637,NULL
10561,1,638,NULL
10562,1,639,NULL
10563,1,640,NULL
10564,1,641,NULL
10565,1,642,NULL
10566,1,643,NULL
10567,1,644,NULL
10568,1,645,NULL
10569,1,646,NULL
1057,4,134,NULL
10570,1,647,NULL
10571,1,648,NULL
10572,1,649,NULL
10573,1,650,NULL
10574,1,651,NULL
10575,1,652,NULL
10576,1,653,NULL
10577,1,654,NULL
10578,1,655,NULL
10579,1,656,NULL
1058,4,135,NULL
10580,1,657,NULL
10581,1,658,NULL
10582,1,659,NULL
10583,1,660,NULL
10584,1,661,NULL
10585,1,662,NULL
10586,1,663,NULL
10587,1,664,NULL
10588,1,665,NULL
10589,1,666,NULL
1059,4,136,NULL
10590,1,667,NULL
10591,1,668,NULL
10592,1,669,NULL
10593,1,670,NULL
10594,1,671,NULL
10595,1,672,NULL
10596,1,673,NULL
10597,1,674,NULL
10598,1,675,NULL
10599,1,676,NULL
1060,4,137,NULL
10600,1,677,NULL
10601,1,678,NULL
10602,1,679,NULL
10603,1,680,NULL
10604,1,681,NULL
10605,1,682,NULL
10606,1,683,NULL
10607,1,684,NULL
10608,1,685,NULL
10609,1,686,NULL
1061,4,138,NULL
10610,1,687,NULL
10611,1,688,NULL
10612,1,689,NULL
10613,1,690,NULL
10614,1,691,NULL
10615,1,692,NULL
10616,1,693,NULL
10617,1,694,NULL
10618,1,695,NULL
10619,1,696,NULL
1062,4,139,NULL
10620,1,697,NULL
10621,1,698,NULL
10622,1,699,NULL
10623,1,700,NULL
10624,1,701,NULL
10625,1,702,NULL
10626,1,703,NULL
10627,1,704,NULL
10628,1,705,NULL
10629,1,706,NULL
1063,4,140,NULL
10630,1,707,NULL
10631,1,708,NULL
10632,1,709,NULL
10633,1,710,NULL
