LOCN_ID,OBJ_ID,VER_NBR,LOCN_CD,LOCN_NAME,LEVEL_ID,PARENT_LOCN_ID
"417","CA5DC5B4-5606-4CF4-976E-F3F7B66A7957",1,"MAROF","Archives Off-Site Stacks - Non Circulating","5","20"
"418","0B543454-D503-4602-8C37-0D86D15612F2",1,"MATRF","Atlas Reference","5","20"
"419","63BCEFCE-7627-4B55-AE44-52D1AD481621",1,"MAV","Audio-Visual","5","20"
"420","8706B778-0B21-4D18-A187-6D78C3208094",1,"MBEX","Medical Student Book Exchange","5","20"
"421","094307BB-79E4-4582-99EC-238401564656",1,"MCIRC","Circ Dept Offices","5","20"
"422","7AEDEDF5-4ABD-4192-AE3C-0C0BF7EB03D6",1,"MCLK1","MCL Kindle","5","20"
"423","7F1B99BE-A906-40DA-A9E9-CE502A500B00",1,"MCUR","HC Curator Office","5","20"
"424","D4E5B2CC-D3C2-4E60-9F0F-46F4EBE6EF28",1,"MDISP","Med Ctr Entrance Display Case","5","20"
"425","11956C0F-24C1-4A65-A5D9-F2E6B19C5AD8",1,"MEDU","Lib Education Services","5","20"
"426","A85FFCDE-3463-4A61-954C-DDE19EA20EE2",1,"MENGL","Engel Collection","5","20"
"427","CF9CAFAF-DF85-48BF-B6BE-8C6B668CEA3F",1,"MHAV","Hist Locked Stks A-V's","5","20"
"428","0D26AF13-14AF-4845-890B-8BB9A083A066",1,"MHCIR","Hist Open Book Stacks","5","20"
"429","2E4F1206-0200-41B7-BA48-A21DBB9932EB",1,"MHDA","Hist Lock Stks Duke A","5","20"
"430","7D8E0992-28D5-47E2-B468-7AF563933B24",1,"MHDB","Hist Lock Stks Duke B","5","20"
"431","C13A1EB2-2987-4A7A-8227-1600C58D9927",1,"MHDC","Hist Lock Stks Duke C","5","20"
"432","0FF77504-801C-40F3-9261-884370C16A43",1,"MHDD","Hist Lock Stks Duke D","5","20"
"433","99F63713-329C-434A-BC20-5F449247F99B",1,"MHDE","Hist Lock Stks Duke E","5","20"
"434","0D551C89-CF22-4450-B693-D4AAE8F555E7",1,"MHDF","Hist Lock Stks Duke F","5","20"
"435","7A8306A7-399B-466D-9331-15613F64B51F",1,"MHEPH","Hist Ephemera","5","20"
"436","99DC3526-0823-4EEB-9CD1-949696469CC8",1,"MHFF","Hist Lock Stks Grp ff","5","20"
"437","F009745B-D19F-406A-9191-D13725DC4AFF",1,"MHFOL","Hist Open Stacks Folio","5","20"
"438","D5E68CBD-2C16-4413-A30C-B923BEBB64D2",1,"MHG1","Hist Locked Stks Grp I","5","20"
"439","D74B369C-7EA6-4278-824A-18FD6719FA61",1,"MHG1F","Hist Trent Room Grp fI","5","20"
"440","8544E8F3-5BD6-48D0-8CE3-2AB5C8775656",1,"MHG1Q","Hist Trent Room Grp qI","5","20"
"441","4D107706-B41A-4DD5-A23E-0FFA672CB45B",1,"MHG2","Hist Locked Stks GrpII","5","20"
"442","4B9DDB97-E62E-457B-A736-3A1B87162EE9",1,"MHG2F","Hist Lock Stks Grp fII","5","20"
"443","7F42040C-F7ED-4C85-B12B-BAAE8420CABE",1,"MHG2Q","Hist Lock Stks Grp qII","5","20"
"444","E441235D-0361-4590-94DB-2A21DB97759A",1,"MHJH","Hist Open Book Stacks","5","20"
"445","6A76F02D-9EE8-4623-878C-47EC07132069",1,"MHJNL","Hist Jnls Locked Stks","5","20"
"446","CE56558E-B020-4961-8CA3-ADE65BDD04B0",1,"MHLSK","Medical History Locked Stks","5","20"
"447","BF915F5B-8AAC-493D-8FA4-7D64582CA2D4",1,"MHMS","Hist Locked Stks Mss","5","20"
"448","AD170B77-A7B9-4117-BB04-30672AF32810",1,"MHMSB","Hist Lock Stks Bd Mss","5","20"
"449","64877571-263E-4176-97EE-043F7D9EABA1",1,"MHNEW","New HC Books","5","20"
"450","3CB6BBBC-3339-439B-AE62-37B6ACBA91FC",1,"MHREF","Hist Ref Reading Room","5","20"
"451","94369117-F53B-48D2-83F9-F29B2D6DB0DC",1,"MHSAF","Safe","5","20"
"452","3331422F-7072-46FC-B6A0-44981C1BA051",1,"MHWEL","Hist TrentRm WellsColl","5","20"
"453","2BEAB010-A2A0-43A4-8459-5231381BEAEE",1,"MILL","Interlibrary Loan","5","20"
"454","BF647038-C08F-43D3-B0E0-7B0FEE1B4D21",1,"MINDX","Index-Abstracts","5","20"
"455","846231E9-A76E-4D8B-8711-5035BE2EADFC",1,"MJNL","Journal Stacks","5","20"
"456","67FF4113-E1D3-4BC5-9CA2-DAA479EA8CF3",1,"MJNLA","Shelved in Journal Stacks under Series Title","5","20"
"457","A946D12C-90AC-415A-8A60-C0A80F0C9833",1,"MLOS","On-Site Storage","5","20"
"458","A00FBFC0-B0E6-468B-81B2-A0AF5DF85038",1,"MLSAR","Medical Locked Stacks Archives","5","20"
"459","D0F65474-003F-40C3-A6EB-7E20473981B2",1,"MLSCG","LSC General","5","20"
"460","2713F0DF-278B-4C8A-B3CF-A08C52B64113",1,"MLSF","Safe","5","20"
"461","B353A91E-8ED5-4279-A26A-D70C7345376F",1,"MLSK","Medical Library Locked Stacks","5","20"
"462","8BC0FB08-CCA9-4B84-8901-CD6689023504",1,"MMKPB","Marketing/Publications","5","20"
"463","CE8020FA-EA48-4249-A07C-CE557D002E48",1,"MMULT","Multi-Media Coll","5","20"
"464","211DC549-C5A4-4F7E-AAB6-01644497B184",1,"MNCCT","National Center for Child Trauma","5","20"
"465","7DB80535-D444-4CE5-8094-ACABA2C17894",1,"MOFFS","Off-Site Stacks","5","20"
"466","44249C4F-B81A-49D7-AFD8-440E862D9572",1,"MOVER","Oversized","5","20"
"467","CCAAEB08-6F6B-42CC-9E5B-995C225CD9D7",1,"MREF","Prof Readings","5","20"
"468","6882A536-3C46-4491-9C2C-FE34B712EA6B",1,"MRES","Reserve Room","5","20"
"469","3489FFA7-2A64-4831-88A7-4FE46B9890E5",1,"MRF","Reference","5","20"
"470","A81CEBD9-35B6-4152-9F5F-8D649A040A5C",1,"MRFCH","Reference Consumer Health","5","20"
"471","B02D52D7-7956-487F-955B-620A7FA015B0",1,"MRFDK","Reference Desk","5","20"
"472","41C950E5-6638-4719-AE9D-D0B630B2454D",1,"MRRM","Medical Library Reading Room","5","20"
"473","D82184A5-09BB-4D88-B01F-E9E9683812D6",1,"MSTKI","Current Journals","5","20"
"474","68AD483C-FC9E-4D01-908A-49D98F04A7E2",1,"MSTKS","Stacks","5","20"
"475","EAC2A8E4-BDF2-4CA1-9DE5-997E3BE02938",1,"MSYS","Lib Systems Offices","5","20"
"476","BE4593EA-A386-437A-BF48-C8BA78E40304",1,"MTECH","Tech Services Offices","5","20"
"477","D8BDF844-2AE7-41F9-8AD2-6C36CFEB8E17",1,"PM","Stacks","5","21"
"478","844CBD2A-C7E6-4D1F-A790-F7141C6BBC00",1,"PM9","Stacks","5","21"
"479","8A345C2A-F802-4DF6-B640-8991D03B1A56",1,"PMF","Stacks Oversize","5","21"
"480","ED4B6709-DBCB-4F8F-91BF-90634DAD2110",1,"PMF9","Stacks Oversize","5","21"
"481","9A49F276-E7A4-4EEC-B06C-B0E4417B8697",1,"PMI","Stacks (III)","5","21"
"482","EBEFC256-5A24-4133-8CF8-1DFDA2DD0344",1,"PML","Vault","5","21"
"483","A01FD1C5-30CD-4E28-830D-A75B1212A670",1,"PMLF","Vault Oversize","5","21"
"484","79F8F816-B0D6-4819-83BD-B117AB8FCAC7",1,"PMMC","Media","5","21"
"485","67AE4EEC-DE8B-4CE8-8B5D-CD97D5D6DF42",1,"PMMCC","Media CD-ROM","5","21"
"486","F7B0A4EA-1121-440D-906C-E4B4A7753C92",1,"PMMCI","Media Slide set","5","21"
"487","02B9EF98-7451-4DDF-BE49-536DE947FBD8",1,"PMMCM","Media Microforms","5","21"
"488","8B2D2DBF-F578-4AF1-9829-6E2B9E3D3236",1,"PMMCX","Media Reserve","5","21"
"489","C457A798-27A9-4C35-B6B9-B8296D42A87C",1,"PMMS","Miniature Score","5","21"
"490","36095914-2219-4E78-B1AF-23BC31C6CFAB",1,"PMMS9","Miniature Score","5","21"
"491","1CB225F4-B8E7-408A-915D-F303BCFE611E",1,"PMP","Periodicals","5","21"
"492","2D311CC1-90F1-4C7C-A88B-4554054813C2",1,"PMPI","Current Periodicals","5","21"
"493","B09B5187-C187-4DE8-A034-580FC0AE9FDD",1,"PMR","Reference","5","21"
"494","19742216-B951-416B-8412-9BE9D71B3B96",1,"PMR9","Reference","5","21"
"495","A5BB3B80-43AC-4932-BEE7-BA33EA0DB4C8",1,"PMRC","Reference CD-ROM","5","21"
"496","C0B5BBB2-0417-46FE-AC8D-E582FA5C82D0",1,"PMRD","Reference Desk","5","21"
"497","3F863971-1698-4651-9AFB-67E8D5BF381F",1,"PMRM","Reference Microforms","5","21"
"498","4C9C4D9A-DC63-42D9-9590-C41483F6A31F",1,"PMT","Theses","5","21"
"499","9756A360-FE58-4655-A58E-A14501857698",1,"PMTF","Theses Oversize","5","21"
"500","EC7CEBED-F245-45BE-8F2D-744209A90ECF",1,"PMX","Reserve","5","21"
"501","B2CC8013-BA9A-479C-ABB5-5B24339B406A",1,"PB","Stacks","5","22"
"502","421FAD4D-28D6-4D60-AA85-1A82150C9489",1,"PBA1","Atlas Stand 1","5","22"
"503","62896865-4A75-4112-A5D4-0F3F252A589E",1,"PBA2","Atlas Stand 2","5","22"
"504","459E8B7C-814B-49CB-BDDF-52625F0D1D42",1,"PBC","Stacks CD-ROM","5","22"
"505","8A916812-D735-4807-861B-0148C3AEF648",1,"PBE","Reading Room","5","22"
"506","E7AC32ED-C584-4D8A-BA58-634CE18A2656",1,"PBF","StacksOversize","5","22"
"507","57A3CD25-7203-4EBF-887C-E759194E850C",1,"PBH","Pamphlet Collection","5","22"
"508","9E210D01-EBD9-4A0A-B907-1B7C39DF4012",1,"PBHI","Pamphlet Collection (III)","5","22"
"509","85CFE1CA-DAED-4D2A-8C4E-35DE589DBD63",1,"PBI","Stacks (III)","5","22"
"510","D4B55C6F-AA86-492C-9FD4-9AAEA2FBB0C4",1,"PBL","Locked Stacks","5","22"
"511","EB6D0576-9D09-40E8-8340-B51A489C2274",1,"PBLL","Local Storage","5","22"
"512","C5342FC1-9538-46B9-BD93-8D9777876A54",1,"PBM","Microforms","5","22"
"513","D23B68B1-FC6B-46DB-A982-381CBCA4D656",1,"PBP","Periodicals","5","22"
"514","717055D0-74A2-42B5-8E96-22F861315DA4",1,"PBPI","Current Periodicals","5","22"
"515","ADD43D72-C32A-4831-AB68-180A49605D5A",1,"PBR","Reference","5","22"
"516","8C373CF0-7EEB-4877-94C7-26FF55469B2B",1,"PBRC","Reference CD-ROM","5","22"
"517","07167D86-86F4-4FE8-924A-6DCE1D8E17AA",1,"PBRR","Reference Desk copy","5","22"
"518","4B60F26B-721E-4FF9-9A37-8823D064DEA0",1,"PBT","Theses","5","22"
"519","9999F236-65E8-4D02-AC81-E7F659910E0A",1,"PBTI","Theses (III)","5","22"
"520","9407BF51-4CBD-4423-8866-1503DC4BB308",1,"PBX1","Open Reserve","5","22"
"521","045229F9-ACDA-4166-A87D-0B585E20B6C0",1,"PBX2","Closed Reserve","5","22"
"522","2BB46350-C639-4265-9292-E9470BD65819",1,"PBXPR","Permanent Reserve","5","22"
"523","46F70467-C695-4F7E-9A38-2ABCDCBC7B71",1,"PC","Stacks","5","22"
"524","C25D94C7-30B7-441E-920D-402C2B7BD47B",1,"PCC","Stacks CD-ROM","5","22"
"525","31FCCAEE-69B5-464F-9D5F-8BEFA41C80EA",1,"PCH","Pamphlet Collection","5","22"
"526","32CB2852-FB43-4F18-B843-F303A86AE772",1,"PCHI","Pamphlet Collection (III)","5","22"
"527","AFEE834D-73B7-40F5-9187-9B539870A13B",1,"PCI","Stacks (III)","5","22"
"528","A83834D5-04ED-4299-8D3E-0955C413009E",1,"PCM","Microforms","5","22"
"529","F63B526A-77E6-4333-9A83-A059929448FC",1,"PCP","Periodicals","5","22"
"530","1CB53137-E2FF-446E-9ACA-85A21A58B57A",1,"PCPI","Current Periodicals","5","22"
"531","696F477C-2488-45D8-8127-E4D4D939A900",1,"PCR","Stacks","5","22"
"532","E569DC68-A3F8-43CE-BCD8-7C03AFEE81FF",1,"PCRC","Reference CD-ROM","5","22"
"533","C1548A0E-2149-4EBA-B419-EA5981620056",1,"PCRI","Reference   (III)","5","22"
"534","BF61D828-DCE0-4E69-98BF-FA9245EB8478",1,"PCT","Theses","5","22"
"535","07ED9F81-4AFA-4BB2-87D6-DFD36BEDFAAA",1,"PCTI","Theses (III)","5","22"
"536","BACDEAE3-AD74-4637-9BF0-3B2A4F876373",1,"PCX1","Closed Reserve","5","22"
"537","67F67F5A-A598-401D-946F-5F8CD987221D",1,"PCX2","Safety Reserve","5","22"
"538","9F138CC0-B59D-4616-B4B2-38F4498DAD54",1,"PCXPR","Permanent Reserve","5","22"
"539","D5FD04D4-A52B-4D9E-AA64-9F765706B76E",1,"PCY","Yellow-Tag","5","22"
"540","CDBCFEC0-5FCB-4ECD-8FE2-2DBBD39B7223",1,"PF","Franklin Center","5","22"
"541","637B885E-F9E8-468C-BF4A-5E2051836558",1,"PG","","5","22"
"542","5240934F-2038-4039-9AED-57B4C0CD81D3",1,"PGA","Law Reference","5","22"
"543","DC4110A5-C65A-4849-A7B7-16E05DE44E7B",1,"PGC","CD-ROM","5","22"
"544","300BF989-2998-4AA8-810F-B788BDF83270",1,"PGCDA","Computer Archive","5","22"
"545","36652A87-8C4A-4A80-8A37-4115ADC65F2D",1,"PGCDI","Computer Archive (III)","5","22"
"546","42E51398-64FB-4A66-BC6E-B3AB3FAADE6D",1,"PGD","Maps","5","22"
"547","899ED0DE-7EB5-4195-93BE-4D6D59A09822",1,"PGDF","Maps Oversize","5","22"
"548","2A88134D-46AE-4A6C-8AC0-E53463CE16A8",1,"PGDH","Maps Vertical File","5","22"
"549","6B064EAC-F2A8-4EA8-8E74-C8249F2081C9",1,"PGDKH","Maps Travel","5","22"
"550","982E6980-2C7F-43B3-8708-A44A166F7F11",1,"PGDM","Maps Microforms","5","22"
"551","849F70AC-97D9-4C28-89EB-D3960BBB846D",1,"PGDMI","Microforms (III)","5","22"
"552","BB2E80A7-B0F2-4357-9E7C-5F08B575AC2B",1,"PGDR","Maps Reference","5","22"
"553","A8E517CA-238D-40BB-B16A-D0AA0411DF9D",1,"PGDRC","Maps Reference CD-ROM","5","22"
"554","3FA73102-1341-45C6-8E68-85D29DD37987",1,"PGDRF","Maps Reference Oversize","5","22"
"555","386CF734-E784-4E9A-BD5D-25B8F5B6FF25",1,"PGEM","NC Documents Microfiche","5","22"
"556","9B8FC444-D3A7-47FD-9BA1-A26189EA644E",1,"PGER","Census Reference","5","22"
"557","CBE57292-108D-4583-8F70-3BC2284DAC3F",1,"PGERF","Census Reference Oversize","5","22"
"558","6D2F0553-E3FC-4696-BC9D-B6CA1E6211CE",1,"PGF","Oversize","5","22"
"559","770AC6B4-80C8-4EBE-B963-2A6F2D31E9F6",1,"PGH","Pamphlet Collection","5","22"
"560","077CCE13-DB8A-4C85-AF0E-57CF59032959",1,"PGI","(III)","5","22"
"561","7132A822-40AD-4AD1-BA50-DB9696BFD522",1,"PGL","Rare Documents","5","22"
"562","1B00BF00-7155-403C-8EE8-A45DF3FF9D2A",1,"PGLM","Compact Shelving Microforms","5","22"
"563","BE521457-0105-485B-AA4B-10992480D7DA",1,"PGLS","Rare Documents Serial Set","5","22"
"564","44343285-8F4A-4866-8304-0937E0ADE1AE",1,"PGM","Microforms","5","22"
"565","4464597F-02A2-47FB-A106-DD030035A88A",1,"PGN","UN Documents","5","22"
"566","11B850A0-E84F-4F55-B492-C2C85C7958B4",1,"PGNC","UN Documents CD-ROM","5","22"
"567","03397061-382B-484E-8D2E-986B89ECB72C",1,"PGNF","UN Documents Oversize","5","22"
"568","C28AA051-4E85-402B-BDE4-1C825D6A06F7",1,"PGNL","League of Nations","5","22"
"569","6E512D15-F154-4BAC-97E8-4D8DB532F9A4",1,"PGNRC","UN Documents Ref. CD-ROM","5","22"
"570","E3D16BF2-B7BD-4CF4-95C4-9C4CCC94C59E",1,"PGO","Official Reference","5","22"
"571","09A0BCED-817A-4758-ADB5-903E5AA66D90",1,"PGO1","Data Services Office","5","22"
"572","B43906D3-BDE0-41C9-A253-E18104F1F2CA",1,"PGP","Periodicals","5","22"
"573","4A938AC6-1A5D-4DF7-BD37-BF722FEB1F75",1,"PGPI","Current Periodicals","5","22"
"574","01AD12B5-D7ED-42D5-A30F-DE9A599D6CF8",1,"PGR","Reference","5","22"
"575","208F4878-97F8-4FCC-B5E4-08F9024B88D8",1,"PGRC","Reference CD-ROM","5","22"
"576","C8EB06C2-2460-413B-9EDE-38AE995C25DB",1,"PGRI","Documents Ref.  (III)","5","22"
"577","EA0FFBC9-03DD-4908-8C54-0940C315039B",1,"PGRIN","Index Area","5","22"
"578","42BFD93A-C288-4F84-B0EC-5D35A5CABB42",1,"PGRL","Law Reference","5","22"
"579","74F46BE6-CCDE-4189-9C18-BAE5ADB54294",1,"PGS","US Documents","5","22"
"580","D9FCD074-A2B0-4276-B0EF-F880C7D23321",1,"PGSC","US Documents CD-ROM","5","22"
"581","F96884FD-8834-40D6-B8C7-692BEA500AF8",1,"PGSF","US Documents Oversize","5","22"
"582","EE13EC9E-76C1-4362-B619-60E22D8E4CEB",1,"PGSI","US Documents Posters","5","22"
"583","5362419E-5730-42F8-8ED2-B7B0D404BBA0",1,"PGSM","US Documents Microform","5","22"
"584","8781A7AE-CACF-4F9D-8F1A-DB470D6416E3",1,"PGSR","US Documents Reference","5","22"
"585","C9A8BABE-1301-4ADA-BF8E-A3FC80FB0E85",1,"PGSRC","US Documents Ref. CD-ROM","5","22"
"586","0F682BDC-5504-4AC7-85F1-EC827DC10247",1,"PGVV","Documents Video cassette","5","22"
"587","F0159067-00CC-4110-95F1-3C8C5D03E6F0",1,"PGW","Documents New Titles","5","22"
"588","00087C62-7E82-450C-8025-9A2B0CBB7464",1,"PGZ","RAND","5","22"
"589","C2938DFA-2EC7-4CE8-AE1B-A3899891C828",1,"PK","Stacks","5","22"
"590","F3212FEA-78DC-4EA3-BBAF-44A735A773FD",1,"PK2","Stacks","5","22"
"591","F3CE8565-A6D8-4F02-BE9D-C3602774DAF8",1,"PK3","LOCATIONS AND CALL NUMBERS VARY","5","22"
"592","4905231E-77A6-447B-866F-D011759F3A33",1,"PK4","Classical Studies","5","22"
"593","A228DA16-C0EA-4310-AFC4-8D479D748A25",1,"PK5","Preservation Department","5","22"
"594","4DF8F0A3-D808-41FA-9FE3-13BD6FB9F6FB",1,"PK6","International & Area Studies Reading Room","5","22"
"595","26434A6A-FCAC-42A9-AD11-CF8A1D8F798C",1,"PK6A","International & Area Studies Reading Room Atlas Case","5","22"
"596","613F57C8-3258-472B-AB1F-4176D27ADCA9",1,"PK7","Duke Authors Display","5","22"
"597","C5A76A2D-7051-40C8-B937-ACFE092A0623",1,"PK7F","Duke Authors Display Oversize","5","22"
"598","4DEC0DA2-DFA7-4E61-B570-3FF12BB97B36",1,"PK7Q","Duke Authors Display","5","22"
"599","69D9E6C8-FCF9-447A-8F6B-2ADDFE7EEB01",1,"PK8","Carpenter Reading Room","5","22"
"600","163F8B8B-CEFA-44E2-B721-F9D344853462",1,"PK9","Journals Consulting Shelves","5","22"
"601","9E889251-3411-4BD0-879C-492C5BDFBCDE",1,"PKCEM","Electronic Media","5","22"
"602","CE47DB33-0872-4784-BA10-525D39B27876",1,"PKCNT","Networked CD","5","22"
"603","CAEC294A-1792-42C7-A3D1-F99CF033EEA2",1,"PKCNW","Networked CD with Web access","5","22"
"604","224698AE-9E3F-44A8-A3ED-BF1BA12E29D3",1,"PKD","Plays","5","22"
"605","DB9C8AC8-012D-4BC4-A4D7-DBE8ADB08AFE",1,"PKE","East Asian Collection","5","22"
"606","943AFAC1-497D-4C1C-9AD2-C67E7547A234",1,"PKE3","East Asian Collection Office","5","22"
"607","86D12822-C5D9-4F8D-A880-4C953B6F0304",1,"PKEA","East Asian Collection Atlas Case","5","22"
"608","D8B2CE5F-A5D4-4A88-AB8C-E914D337894B",1,"PKEC","East Asian Collection CD-ROM","5","22"
"609","AF429B11-EB6B-4B0A-BEFB-9A662F446316",1,"PKEF","East Asian Collection Oversize","5","22"
"610","058D0F5A-E0B1-4815-85DC-F594F971BA73",1,"PKEM1","East Asian Collection Microforms Microfiche","5","22"
"611","47D1C00C-7400-49D9-9846-458CFEC5CD83",1,"PKEM2","East Asian Collection Microforms Microfilm","5","22"
"612","EA581574-6970-48E3-A695-8EE21F32FB92",1,"PKEN","East Asian Coll. Newspapers","5","22"
"613","C4D41849-4CCF-413E-ACF0-D45289782E6B",1,"PKEP","East Asian Coll. Periodicals","5","22"
"614","7BB0EB70-0724-4B61-A1B9-42F6E560DE56",1,"PKEPI","East Asian Collection Current Periodicals","5","22"
"615","E567D4D2-E338-46E3-A337-B68B8D140ADA",1,"PKEQ","East Asian Collection","5","22"
"616","8ABD8170-2FB5-4E64-AA28-51F45F9EA998",1,"PKER","East Asian Reference","5","22"
"617","EC79E0F7-E98A-46E9-981C-7C9F403906DA",1,"PKERC","East Asian Reference CD-ROM","5","22"
"618","8B852488-A3AE-40DA-AD1C-1806E8534DA1",1,"PKERF","East Asian Reference Oversize","5","22"
"619","F3353BF7-A7AE-4C21-94F1-887528A8BB59",1,"PKERQ","East Asian Reference","5","22"
"620","118481F7-570D-4FAF-9F36-49D2D8CEB458",1,"PKF","Stacks Oversize","5","22"
"621","6EA8F976-22C1-4D6F-BED1-F4547C5A1C9C",1,"PKFF","Stacks Double Folio","5","22"
"622","5E9EA17C-B285-464A-B45B-2F5139424A7D",1,"PKGO","Data/GIS Official Reference","5","22"
"623","6D413561-53DE-438D-9A76-E218151D4DB2",1,"PKGR","Data/GIS Reference","5","22"
"624","2514128B-926C-4311-BAE5-79B916648B0A",1,"PKGRC","Data/GIS Reference Electronic Media","5","22"
"625","70EC31C8-A0A4-4B9F-A03C-5CB8C05FB0A7",1,"PKH","Pamphlet Collection","5","22"
"626","08B2753D-05A8-4383-8B23-8A7F5C4D560E",1,"PKHF","Pamphlet Collection Oversize","5","22"
"627","556B9862-DB8E-48C0-A00B-BE75C77D2100",1,"PKHQ","Pamphlet Collection","5","22"
"628","80806FC3-0911-4CC8-BCE2-14510EF493F0",1,"PKJ","Juvenile","5","22"
"629","FA269601-7D9F-4199-9550-6090DE6D4C0D",1,"PKK1","Ebook Reader","5","22"
"630","C2C65FEF-17E7-46C0-8B20-FC7CAF5F92F5",1,"PKK2","Ebook Reader","5","22"
"631","1DAACA2F-7BCB-4B62-9552-EDDB47A54383",1,"PKKR","Ebook Reader","5","22"
"632","36C351CB-E503-4418-903A-780A8C817D65",1,"PKL","Locked Stacks","5","22"
"633","102082F6-4882-46F7-8B3A-BFF67509CA9F",1,"PKLB","Locked Stacks/Brief Listing","5","22"
"634","6D2EBDE4-9B91-4050-8873-0299469EE9A0",1,"PKLC","Locked Stacks CD-ROM","5","22"
"635","F37E6479-ECC7-42C8-B985-069A91A32FFE",1,"PKLF","Locked Stacks Oversize","5","22"
"636","E21805D4-5BE6-47FE-BCCC-561DFE468A97",1,"PKLJ","Locked Stacks Juvenile","5","22"
"637","75C42D4E-C07E-495E-8504-68E460AF15EC",1,"PKLP","Locked Stacks Periodicals","5","22"
"638","EA31940A-BC31-4B99-8CF6-B15AA9CA441D",1,"PKLQ","Locked Stacks","5","22"
"639","0B802B5F-C6E7-4335-8377-927748B77415",1,"PKM1","Microforms Microfiche","5","22"
"640","21580BCD-325D-415D-A356-BD08BC75ACB8",1,"PKM1C","Microforms Microfiche Cabinet","5","22"
"641","C761FD4A-54F0-4DE9-91AB-CB3E2FAA2893",1,"PKM2","Microforms Microfilm","5","22"
"642","7818DEE6-0046-4517-AD81-90DB539CA2ED",1,"PKM2R","Microforms Microfilm Reading Room","5","22"
"643","7DD93212-654B-4746-987B-071E782AE365",1,"PKMB","Microforms Guides","5","22"
"644","00E73186-5644-40CC-BF57-1F41EE018002",1,"PKMBF","Microforms Guides Oversize","5","22"
"645","34366D08-7C93-4D35-8F60-88D3BA02C21F",1,"PKMBQ","Microforms Guides","5","22"
"646","496A7D5E-078A-4B30-9957-1BC5B9A08FBB",1,"PKMI","Microforms (III)","5","22"
"647","7004CF59-B55A-4613-B59E-7B9C7C5021F2",1,"PKML","Microforms Locked Stacks","5","22"
"648","6AC03950-2947-40E4-9849-80F8542B07E3",1,"PKN","Current Periodicals/Newspapers","5","22"
"649","217F5728-1862-4EA3-869A-711FB3FB56A5",1,"PKNU","Newspapers (Uncataloged)","5","22"
"650","836296CE-0F13-43A6-83B5-83351A3AD0BF",1,"PKO","Official Reference","5","22"
"651","91448F1B-65A8-4242-BB59-6580511B4117",1,"PKO1","Official Reference South Asian Studies","5","22"
"652","E9489939-B1E5-44B9-92C9-B907BCD523CA",1,"PKO2","Official Reference Cat. Dept.","5","22"
"653","CC63D703-DDEF-467F-9E87-B5C722467622",1,"PKO2F","Official Reference Cat. Dept. Oversize","5","22"
"654","F905A713-56B0-4002-A6CD-AA7B1771AF16",1,"PKO2Q","Official Reference Cat. Dept.","5","22"
"655","A1399B4A-0C73-4FE3-A6C7-F06F2797E0ED",1,"PKO3","Official Reference Coll. Devel.","5","22"
"656","1EB6235F-4559-4864-9C66-2F6F6267E521",1,"PKO3F","Official Reference Coll. Devel. Oversize","5","22"
"657","C2FE4D8C-D291-4E59-9EBD-0DADE86F76EA",1,"PKO3Q","Official Reference Coll. Devel.","5","22"
"658","26FFBE3F-6F4D-4C8A-8818-D909233DFD59",1,"PKO4","Official Reference University Librarian's Office","5","22"
"659","91175CE0-6900-4D0E-A1C5-891C506883F9",1,"PKO5","Official Reference Preservation","5","22"
"660","40C82F42-59A2-46EF-88BE-46BD4BE98DF4",1,"PKO6","Reference Office","5","22"
"661","377E0F4A-F924-40F4-AD1A-669A37754D3F",1,"PKO7","Official Reference Serials Cat.","5","22"
"662","79A51811-D7D9-4B8F-AE41-3A4CA94B0C13",1,"PKO7F","Official Reference Serials Cat. Oversize","5","22"
"663","3885626D-4E95-4BCA-A3CF-C62BC94643C2",1,"PKO7Q","Official Reference Serials Cat.","5","22"
"664","7B4096F0-B072-4D6C-BBBB-7ACA85F8C75F",1,"PKO8","Official Reference Special Collections","5","22"
"665","025ED33E-FBFC-49A9-8F04-A5962016956A",1,"PKO9","Official Reference Information Technology Services","5","22"
"666","E5DC1162-F738-4BF1-9AFC-E539F35E70F8",1,"PKOA","Offical Reference Acquistions Department","5","22"
"667","80CD0621-5D85-4F62-8C9B-8AB64326171C",1,"PKOB","Official Reference Conservation Services","5","22"
"668","09EF18DF-4EFE-4CAC-897D-20CBF7C26035",1,"PKOD","Official Reference Development Office","5","22"
"669","E14CCEA0-8613-44EC-935B-508591ECAE37",1,"PKOF","Official Reference Oversize","5","22"
"670","9B15E4BF-655A-4986-A095-9D2FEE36B2E9",1,"PKOH","Official Reference Library Human Resources","5","22"
"671","15F4AA6B-1898-438E-8FBE-CC18BE081EE4",1,"PKOQ","Official Reference","5","22"
"672","6BE9F597-9D17-4417-95C4-1F2F2BEF7CF3",1,"PKORD","On Order","5","22"
"673","21603BF0-ED82-4CCA-849D-F96B4C06D7D4",1,"PKP","Periodicals","5","22"
"674","CD7D9F84-1164-4FA4-97B2-9B62335F0C0E",1,"PKP3","Periodicals","5","22"
"675","6A94CA65-37E7-49F1-8FDD-584A773E1215",1,"PKP3I","Current Math Periodicals","5","22"
"676","01D64186-BFFF-4967-98D4-EC742E3C8DEF",1,"PKPI","Current Periodicals and Newspapers","5","22"
"677","C78933FB-A5A0-4E57-92F2-29AA2321C055",1,"PKQ","Stacks","5","22"
